Date,Open,High,Low,Close,Adj Close,Volume
2008-03-19,11.969565,13.880674,11.064303,56.500000,11.366059,708486000
2008-03-20,11.748279,13.075997,11.567229,64.349998,12.945236,198985200
2008-03-24,13.526613,13.619157,11.868981,59.730000,12.015834,149566400
2008-03-25,12.186827,12.925122,12.033941,63.250000,12.723948,87092000
2008-03-26,12.619343,12.971391,12.385985,63.959999,12.866778,43111600
2008-03-27,12.884885,13.023694,12.603251,62.910000,12.655551,39829600
2008-03-28,12.748091,12.762170,12.504675,62.759998,12.625376,24675200
2008-03-31,12.593187,12.770217,12.482548,62.360001,12.544909,22157200
2008-04-01,12.685730,12.810453,12.132513,61.610001,12.394033,60410800
2008-04-02,12.416161,12.536860,12.170734,62.320000,12.536860,43836400
2008-04-03,12.462433,13.335504,12.436279,65.500000,13.176582,100868000
2008-04-04,13.055882,13.140368,12.824533,64.480003,12.971391,36394400
2008-04-07,13.096113,13.236934,12.878851,65.040001,13.084045,28301600
2008-04-08,13.055882,13.727783,13.037774,68.089996,13.697606,53925600
2008-04-09,13.768022,13.824347,13.198709,65.790001,13.234923,48324400
2008-04-10,13.309360,13.424024,13.098123,66.110001,13.299294,22372000
2008-04-11,13.126291,13.432063,13.126291,66.110001,13.299294,26421600
2008-04-14,13.417981,13.526613,13.182614,65.680000,13.212791,28443600
2008-04-15,13.335504,13.387811,12.874826,64.349998,12.945236,23888000
2008-04-16,12.987482,13.468277,12.987482,66.139999,13.305329,25136800
2008-04-17,13.329470,13.629214,13.279178,67.040001,13.486383,22459600
2008-04-18,13.681513,14.172366,13.518569,69.000000,13.880674,104099600
2008-04-21,13.977236,14.584762,13.850496,70.970001,14.276977,58848000
2008-04-22,14.468086,14.564650,14.081841,70.279999,14.138169,47357600
2008-04-23,14.272950,14.423829,14.019481,70.080002,14.097933,37319600
2008-04-24,14.323243,14.683336,14.089890,72.300003,14.544533,38086800
2008-04-25,15.288857,15.304949,14.868420,75.099998,15.107803,101460000
2008-04-28,15.389440,15.548368,15.067571,75.629997,15.214427,132517200
2008-04-29,14.916697,16.270565,14.283011,80.879997,16.270565,197308400
2008-04-30,16.375172,17.061161,16.308784,83.449997,16.787561,147543600
2008-05-01,16.976667,17.630463,16.878096,85.400002,17.179848,116395600
2008-05-02,17.560055,17.602299,16.294706,82.750000,16.646753,136648800
2008-05-05,16.666862,17.199965,16.258492,85.059998,17.111450,70377200
2008-05-06,17.193932,17.733059,17.049086,87.529999,17.608337,75913200
2008-05-07,17.869864,18.073038,17.634487,88.500000,17.803471,100464800
2008-05-08,18.004641,18.054934,17.288477,87.300003,17.562071,92836400
2008-05-09,17.262320,17.435333,16.600477,82.860001,16.668875,94312000
2008-05-12,16.827803,16.994770,15.711307,81.900002,16.475758,147471600
2008-05-13,16.461678,16.797628,16.252459,82.379997,16.572311,53249600
2008-05-14,16.757393,16.968618,16.385231,82.230003,16.542137,51400400
2008-05-15,16.602497,16.682957,16.316832,82.250000,16.546165,36688800
2008-05-16,16.638699,16.666862,16.347012,82.370003,16.570303,34066800
2008-05-19,16.550186,17.047075,16.526043,83.320000,16.761415,45473200
2008-05-20,16.672905,16.866016,16.477768,82.739998,16.644732,40702000
2008-05-21,16.632666,16.783548,16.198139,80.849998,16.264526,41831600
2008-05-22,16.208199,16.214237,15.321048,77.309998,15.552386,85283600
2008-05-23,15.256672,15.552386,15.111831,76.349998,15.359263,42196400
2008-05-27,15.473932,15.880299,14.958938,78.739998,15.840060,62776400
2008-05-28,16.151873,16.485815,16.003004,81.919998,16.479778,52996000
2008-05-29,16.783548,17.491659,16.699053,85.250000,17.149662,100613200
2008-05-30,17.304571,17.614372,17.262320,86.360001,17.372969,72016000
2008-06-02,17.342794,17.491659,17.018913,86.070000,17.314627,36856000
2008-06-03,17.503731,17.692833,17.306587,87.559998,17.614372,48411600
2008-06-04,17.517813,17.723013,17.155710,85.480003,17.195936,40684400
2008-06-05,17.393093,17.549994,17.218069,87.239998,17.549994,27059600
2008-06-06,17.280428,17.298536,16.807690,83.650002,16.827803,41748000
2008-06-09,16.898212,17.089319,16.206188,82.139999,16.524036,45240000
2008-06-10,16.153883,16.670885,16.015079,80.309998,16.155895,36048400
2008-06-11,16.294706,16.294706,15.610729,77.739998,15.638899,56996400
2008-06-12,15.882301,16.248430,15.801837,79.559998,16.005018,44605600
2008-06-13,16.145838,16.457649,16.123711,81.529999,16.401321,30689200
2008-06-16,16.391260,16.797628,16.314821,83.269997,16.751356,34384000
2008-06-17,16.918324,17.095354,16.833834,84.669998,17.032999,33277600
2008-06-18,16.841885,17.039028,16.785559,83.860001,16.870045,33724000
2008-06-19,16.793596,16.978683,16.419428,84.269997,16.952526,36925200
2008-06-20,16.691008,16.998789,16.646753,83.570000,16.811710,42546800
2008-06-23,16.868032,16.968618,16.298725,81.059998,16.306772,30141200
2008-06-24,16.105604,16.684977,15.793797,82.660004,16.628643,49891200
2008-06-25,16.769459,16.982702,16.467707,82.059998,16.507944,50711600
2008-06-26,16.214237,16.242397,15.695220,79.099998,15.912490,76562800
2008-06-27,15.852126,16.670885,15.801837,82.599998,16.616575,176022800
2008-06-30,16.497883,16.664854,16.153883,81.309998,16.357067,49301200
2008-07-01,16.021111,16.377186,15.932600,81.410004,16.377186,44921600
2008-07-02,16.475758,16.576338,15.952713,79.419998,15.976852,33804000
2008-07-03,15.964785,16.055313,15.540318,78.070000,15.705275,28738800
2008-07-07,15.791777,16.081461,14.886516,75.620003,15.212410,79944400
2008-07-08,15.065558,15.992952,14.534472,79.059998,15.904436,95796400
2008-07-09,15.892364,15.912490,15.168155,75.870003,15.262704,55322000
2008-07-10,15.240571,15.614755,14.864385,77.250000,15.540318,52812000
2008-07-11,15.208386,15.580548,14.886516,74.550003,14.997162,54645200
2008-07-14,15.306965,15.325069,14.584762,72.580002,14.600857,42679600
2008-07-15,14.335316,14.345371,13.536674,68.419998,13.763993,84268800
2008-07-16,13.745889,14.596836,13.379765,72.230003,14.530447,92448800
2008-07-17,14.826165,15.099757,14.353421,75.059998,15.099757,67268800
2008-07-18,14.934799,14.985093,14.508322,73.400002,14.765816,46632000
2008-07-21,14.868420,15.075620,14.397678,71.900002,14.464063,52937200
2008-07-22,14.001374,14.932791,13.659387,74.050003,14.896574,65408000
2008-07-23,14.785935,15.087690,14.604881,73.250000,14.735641,49942800
2008-07-24,14.669254,14.832202,14.073793,70.080002,14.097933,36625600
2008-07-25,14.190475,14.554586,13.894756,71.959999,14.476132,38690800
2008-07-28,14.566658,14.806054,14.132133,70.550003,14.192484,35699200
