Date,Open,High,Low,Close,Adj Close,Volume
1986-03-13,0.059417,0.068155,0.059417,28.000002,0.065242,1031788800
1986-03-14,0.065242,0.068737,0.065242,29.000000,0.067572,308160000
1986-03-17,0.067572,0.069320,0.067572,29.500000,0.068737,133171200
1986-03-18,0.068737,0.069320,0.066407,28.750000,0.066990,67766400
1986-03-19,0.066990,0.067572,0.065242,28.249998,0.065825,47894400
1986-03-20,0.065825,0.065825,0.063495,27.500000,0.064077,58435200
1986-03-21,0.064077,0.065242,0.061165,26.750000,0.062330,59990400
1986-03-24,0.062330,0.062330,0.060000,25.999998,0.060582,65289600
1986-03-25,0.060582,0.061747,0.060000,26.500000,0.061747,32083200
1986-03-26,0.061747,0.064077,0.061165,27.250000,0.063495,22752000
1986-03-27,0.063495,0.064660,0.063495,27.750000,0.064660,16848000
1986-03-31,0.064660,0.064660,0.062912,27.500000,0.064077,12873600
1986-04-01,0.064077,0.064077,0.063495,27.250000,0.063495,11088000
1986-04-02,0.063495,0.065242,0.063495,27.500000,0.064077,27014400
1986-04-03,0.064660,0.066407,0.064660,27.750000,0.064660,23040000
1986-04-04,0.064660,0.065242,0.064660,27.750000,0.064660,26582400
1986-04-07,0.064660,0.065242,0.062330,27.250000,0.063495,16560000
1986-04-08,0.063495,0.065242,0.063495,27.500000,0.064077,10252800
1986-04-09,0.064077,0.065825,0.064077,28.000002,0.065242,12153600
1986-04-10,0.065242,0.066407,0.064077,28.249998,0.065825,13881600
1986-04-11,0.066407,0.068155,0.066407,28.750000,0.066990,17222400
1986-04-14,0.066990,0.068155,0.066990,29.000000,0.067572,12153600
1986-04-15,0.067572,0.067572,0.065242,29.000000,0.067572,9302400
1986-04-16,0.067572,0.070485,0.066990,30.000000,0.069903,31910400
1986-04-17,0.069903,0.070485,0.069903,30.250002,0.070485,22003200
1986-04-18,0.070485,0.070485,0.067572,29.250000,0.068155,21628800
1986-04-21,0.068155,0.068737,0.066407,29.250000,0.068155,22924800
1986-04-22,0.068155,0.068155,0.066990,28.750000,0.066990,15552000
1986-04-23,0.066990,0.067572,0.066407,28.875000,0.067281,15609600
1986-04-24,0.067281,0.075145,0.066990,31.750000,0.073980,62352000
1986-04-25,0.074563,0.081844,0.074563,33.750000,0.078640,85795200
1986-04-28,0.078640,0.079805,0.078058,34.000000,0.079223,28886400
1986-04-29,0.079223,0.079223,0.076310,33.000000,0.076893,30326400
1986-04-30,0.076893,0.077475,0.073398,32.250000,0.075145,30902400
1986-05-01,0.075145,0.075145,0.072815,31.750000,0.073980,54345600
1986-05-02,0.073980,0.075145,0.073398,31.750000,0.073980,20246400
1986-05-05,0.073980,0.073980,0.073398,31.500000,0.073398,3254400
1986-05-06,0.073980,0.075145,0.073980,31.750000,0.073980,9734400
1986-05-07,0.073980,0.074563,0.072815,31.750000,0.073980,5155200
1986-05-08,0.073980,0.074563,0.073398,32.000000,0.074563,3542400
1986-05-09,0.074563,0.074563,0.073980,31.750000,0.073980,6076800
1986-05-12,0.073980,0.076310,0.073980,32.000000,0.074563,10483200
1986-05-13,0.074563,0.075728,0.074563,32.250000,0.075145,3830400
