Date,Open,High,Low,Close,Adj Close,Volume
1977-01-03,8.765196,8.821561,8.765196,39.125000,8.821561,47900
1977-01-04,8.821561,8.849740,8.793375,39.250008,8.849740,34100
1977-01-05,8.849740,8.849740,8.765196,39.000011,8.793375,15400
1977-01-06,8.765196,8.765196,8.652455,38.749996,8.737009,39000
1977-01-07,8.737009,8.765196,8.652455,38.875008,8.765196,20500
1977-01-10,8.765196,8.877926,8.765196,39.250008,8.849740,42900
1977-01-11,8.849740,8.906113,8.849740,39.375000,8.877926,22100
1977-01-12,8.877926,8.877926,8.765196,39.375000,8.877926,34900
1977-01-13,8.877926,8.990663,8.877926,39.625008,8.934296,34400
1977-01-14,8.934296,8.990663,8.906113,39.750000,8.962475,20700
1977-01-17,8.849740,8.849740,8.708823,38.875008,8.765196,33700
1977-01-18,8.765196,8.793375,8.708823,39.000011,8.793375,34100
1977-01-19,8.793375,8.821561,8.737009,39.125000,8.821561,19700
1977-01-20,8.821561,8.877926,8.652455,38.875008,8.765196,79500
1977-01-21,8.765196,8.793375,8.680638,38.875008,8.765196,19300
1977-01-24,8.765196,8.793375,8.708823,39.000011,8.793375,24100
1977-01-25,8.793375,8.877926,8.793375,39.250008,8.849740,25000
1977-01-26,8.821561,8.821561,8.737009,38.875008,8.765196,22900
1977-01-27,8.765196,8.793375,8.680638,39.000011,8.793375,26500
1977-01-28,8.765196,8.793375,8.680638,39.000011,8.793375,26500
1977-01-31,8.765196,8.765196,8.680638,38.625011,8.708823,18100
1977-02-01,8.708823,8.765196,8.708823,38.875008,8.765196,20200
1977-02-02,8.765196,8.793375,8.708823,38.625011,8.708823,72000
1977-02-03,8.708823,8.793375,8.624269,38.625011,8.708823,186900
1977-02-04,8.708823,8.793375,8.680638,38.749996,8.737009,35600
1977-02-07,8.737009,8.793375,8.708823,38.875008,8.765196,20700
1977-02-08,8.765196,8.821561,8.737009,39.000011,8.793375,23600
1977-02-09,8.793375,8.793375,8.708823,38.749996,8.737009,17300
1977-02-10,8.737009,8.849740,8.737009,39.250008,8.849740,16400
1977-02-11,8.849740,8.849740,8.765196,39.125000,8.821561,24800
1977-02-14,8.821561,8.821561,8.765196,39.000011,8.793375,17300
1977-02-15,8.793375,8.793375,8.737009,39.000011,8.793375,16900
1977-02-16,8.793375,8.821561,8.737009,39.000011,8.793375,25300
1977-02-17,8.793375,8.821561,8.765196,38.875008,8.765196,22400
1977-02-18,8.765196,8.849740,8.737009,39.250008,8.849740,26200
1977-02-22,8.849740,8.849740,8.793375,39.250008,8.849740,17600
1977-02-23,8.849740,8.877926,8.821561,39.375000,8.877926,44300
1977-02-24,8.877926,8.877926,8.821561,39.375000,8.877926,80700
1977-02-25,8.849740,8.849740,8.793375,39.000011,8.793375,18100
1977-02-28,8.793375,8.849740,8.680638,38.875008,8.765196,35100
