Date,Open,High,Low,Close,Adj Close,Volume
1970-01-02,0.181096,0.186360,0.181096,44.250000,0.186360,2825600
1970-01-05,0.186360,0.189519,0.185308,44.999992,0.189519,2210400
1970-01-06,0.189519,0.192678,0.189519,45.250000,0.190572,1951200
1970-01-07,0.190572,0.192678,0.189519,44.999992,0.189519,2728800
1970-01-08,0.189519,0.191099,0.189519,44.999992,0.189519,2242400
1970-01-09,0.189519,0.190046,0.183202,43.750000,0.184255,3288000
1970-01-12,0.184255,0.184781,0.174779,42.000004,0.176884,2462400
1970-01-13,0.175832,0.175832,0.172147,41.250008,0.173726,2380800
1970-01-14,0.173726,0.174252,0.172147,41.375000,0.174252,1004000
1970-01-15,0.174252,0.174252,0.172147,41.125000,0.173199,1869600
1970-01-16,0.173199,0.173726,0.169515,40.750000,0.171620,1635200
1970-01-19,0.171620,0.172147,0.164776,39.125000,0.164776,1286400
1970-01-20,0.164776,0.169515,0.161091,40.250000,0.169515,2851200
1970-01-21,0.169515,0.173726,0.168461,40.000000,0.168461,1188800
1970-01-22,0.168461,0.170567,0.164776,39.249996,0.165303,1966400
1970-01-23,0.166356,0.168461,0.166356,39.625000,0.166882,1829600
1970-01-26,0.165829,0.165829,0.163723,38.999996,0.164250,1700000
1970-01-27,0.164250,0.164776,0.163197,38.999996,0.164250,1853600
1970-01-28,0.164250,0.164250,0.161091,38.375004,0.161618,1869600
1970-01-29,0.161618,0.162144,0.156353,37.250000,0.156880,3262400
1970-01-30,0.156880,0.159512,0.156880,37.749996,0.158986,2971200
1970-02-02,0.161091,0.165303,0.161091,38.999996,0.164250,3651200
1970-02-03,0.164250,0.176884,0.164250,40.500000,0.170567,4040000
1970-02-04,0.171094,0.176884,0.171094,41.500000,0.174779,1440800
1970-02-05,0.174779,0.176884,0.172673,42.000004,0.176884,324000
1970-02-06,0.179517,0.186360,0.179517,44.250000,0.186360,1480800
1970-02-09,0.186360,0.189519,0.185308,44.125000,0.185834,929600
1970-02-10,0.185308,0.185308,0.180043,43.125000,0.181622,760800
1970-02-11,0.181622,0.182149,0.175832,42.874996,0.180570,2355200
1970-02-12,0.180570,0.181096,0.176884,42.375000,0.178464,655200
1970-02-13,0.178464,0.181622,0.176884,43.125000,0.181622,703200
1970-02-16,0.181622,0.183202,0.179517,42.750000,0.180043,420800
1970-02-17,0.180043,0.181096,0.176884,42.500000,0.178990,777600
1970-02-18,0.180570,0.186887,0.180570,44.125000,0.185834,1068800
1970-02-19,0.187413,0.190572,0.187413,44.499996,0.187413,3434400
1970-02-20,0.184781,0.184781,0.183202,43.874992,0.184781,1684800
1970-02-24,0.184781,0.184781,0.178464,42.500000,0.178990,1749600
1970-02-25,0.179517,0.189519,0.179517,44.999992,0.189519,4373600
1970-02-26,0.189519,0.191099,0.185308,44.874996,0.188993,1577600
1970-02-27,0.188993,0.191099,0.187940,45.125000,0.190046,1238400
1970-03-02,0.190046,0.190046,0.187413,44.499996,0.187413,1368000
1970-03-03,0.187413,0.190572,0.187413,44.999992,0.189519,1149600
1970-03-04,0.189519,0.191625,0.187413,44.499996,0.187413,1238400
1970-03-05,0.187413,0.187940,0.181622,43.625000,0.183728,2193600
1970-03-06,0.183728,0.184255,0.180043,43.750000,0.184255,1296000
1970-03-09,0.184255,0.187413,0.182675,43.375000,0.182675,979200
1970-03-10,0.182675,0.188466,0.181096,44.624996,0.187940,1044000
1970-03-11,0.187940,0.188466,0.184255,43.874992,0.184781,1238400
1970-03-12,0.184255,0.184255,0.180570,43.000000,0.181096,1246400
1970-03-13,0.181096,0.181096,0.169515,40.625000,0.171094,9353600
1970-03-16,0.170567,0.170567,0.168461,40.500000,0.170567,2624000
1970-03-17,0.170567,0.175832,0.169515,41.750004,0.175832,1270400
1970-03-18,0.176884,0.181096,0.176884,43.000000,0.181096,784800
1970-03-19,0.179517,0.179517,0.161091,38.250000,0.161091,4817600
1970-03-20,0.161091,0.166356,0.160565,38.250000,0.161091,7005600
1970-03-23,0.161091,0.171094,0.161091,40.625000,0.171094,3279200
1970-03-24,0.171094,0.176884,0.169515,41.500000,0.174779,2549600
1970-03-25,0.174779,0.188466,0.174252,42.500000,0.178990,2040800
1970-03-26,0.178990,0.179517,0.174252,41.875000,0.176358,881600
1970-03-30,0.176358,0.177937,0.171620,41.375000,0.174252,1068800
1970-03-31,0.174252,0.176884,0.169515,40.500000,0.170567,2112800
1970-04-01,0.170567,0.170567,0.168461,40.500000,0.170567,1918400
1970-04-02,0.170567,0.184781,0.170567,43.000000,0.181096,4056800
1970-04-03,0.180043,0.180043,0.170041,40.375000,0.170041,3165600
1970-04-06,0.168988,0.168988,0.163723,39.500000,0.166356,5952000
1970-04-07,0.166356,0.166356,0.163197,39.500000,0.166356,1246400
1970-04-08,0.166356,0.167935,0.163197,39.125000,0.164776,3765600
1970-04-09,0.164250,0.164250,0.160038,38.000000,0.160038,3182400
1970-04-10,0.160038,0.160038,0.155300,37.000000,0.155827,11379200
1970-04-13,0.154248,0.154248,0.148983,36.000000,0.151615,3992000
1970-04-14,0.151615,0.151615,0.143192,36.000000,0.151615,5184000
1970-04-15,0.151615,0.154774,0.145298,34.625000,0.145824,3716000
1970-04-16,0.145824,0.147404,0.143192,34.875004,0.146877,2290400
1970-04-17,0.146877,0.147930,0.145824,34.750000,0.146351,2388000
1970-04-20,0.148457,0.155827,0.148457,36.750000,0.154774,1221600
1970-04-21,0.155827,0.158986,0.155827,37.125000,0.156353,1538400
1970-04-22,0.156353,0.156353,0.148457,35.875000,0.151089,1756800
1970-04-23,0.151089,0.151615,0.148983,35.625000,0.150036,849600
1970-04-24,0.150036,0.152668,0.148457,35.500000,0.149510,1360800
1970-04-27,0.150036,0.152668,0.150036,35.625000,0.150036,1432800
1970-04-28,0.150036,0.155827,0.147404,35.625000,0.150036,2258400
1970-04-29,0.150036,0.158986,0.148983,37.500000,0.157933,1927200
1970-04-30,0.157933,0.161618,0.152668,36.500000,0.153721,3482400
1970-05-01,0.153721,0.158986,0.152142,37.500000,0.157933,533600
1970-05-04,0.156353,0.156353,0.153195,36.624996,0.154248,2145600
1970-05-05,0.153195,0.153195,0.145298,34.625000,0.145824,1829600
1970-05-06,0.146877,0.153721,0.146877,35.125000,0.147930,3943200
1970-05-07,0.147930,0.149510,0.146877,35.250000,0.148457,615200
1970-05-08,0.148457,0.148457,0.143192,34.125000,0.143719,19488000
1970-05-11,0.143192,0.143192,0.134769,32.000000,0.134769,13169600
1970-05-12,0.134769,0.138454,0.128452,31.125000,0.131084,8244800
1970-05-13,0.130558,0.130558,0.127399,31.000002,0.130558,3142400
1970-05-14,0.130031,0.130031,0.125293,30.874998,0.130031,4940000
1970-05-15,0.130031,0.135296,0.126346,31.875000,0.134243,4623200
1970-05-18,0.134243,0.141086,0.134243,33.125000,0.139507,1951200
1970-05-19,0.139507,0.139507,0.132663,31.500004,0.132663,1992000
1970-05-20,0.132663,0.132663,0.126873,30.625000,0.128978,2534400
1970-05-21,0.126346,0.126346,0.118449,29.500002,0.124240,6616800
