Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.423252,0.425093,0.423252,28.750000,0.423252,117258400
1980-12-15,0.403010,0.403010,0.401170,27.250000,0.401170,43971200
1980-12-16,0.373566,0.373566,0.371726,25.250000,0.371726,26432000
1980-12-17,0.380927,0.382768,0.380927,25.875000,0.380927,21610400
1980-12-18,0.391969,0.393809,0.391969,26.625000,0.391969,18362400
1980-12-19,0.415892,0.417732,0.415892,28.250000,0.415892,12157600
1980-12-22,0.436134,0.437975,0.436134,29.625000,0.436134,9340800
1980-12-23,0.454536,0.456377,0.454536,30.875000,0.454536,11737600
1980-12-24,0.478460,0.480300,0.478460,32.500000,0.478460,12000800
1980-12-26,0.522625,0.524466,0.522625,35.500000,0.522625,13893600
1980-12-29,0.529986,0.531826,0.529986,36.000000,0.529986,23290400
1980-12-30,0.518945,0.518945,0.517104,35.125000,0.517104,17220000
1980-12-31,0.504223,0.504223,0.502382,34.125000,0.502382,8937600
1981-01-02,0.507903,0.511584,0.507903,34.500000,0.507903,5415200
1981-01-05,0.498702,0.498702,0.496862,33.750000,0.496862,8932000
1981-01-06,0.476619,0.476619,0.474779,32.250000,0.474779,11289600
1981-01-07,0.456377,0.456377,0.454536,30.875000,0.454536,13921600
1981-01-08,0.447176,0.447176,0.445336,30.250002,0.445336,9956800
1981-01-09,0.469258,0.471099,0.469258,31.874998,0.469258,5376000
1981-01-12,0.469258,0.469258,0.465578,31.625000,0.465578,5924800
1981-01-13,0.450856,0.450856,0.449016,30.500000,0.449016,5762400
1981-01-14,0.450856,0.452696,0.450856,30.625000,0.450856,3572800
1981-01-15,0.460057,0.463738,0.460057,31.250000,0.460057,3516800
1981-01-16,0.458217,0.458217,0.456377,30.999998,0.456377,3348800
1981-01-19,0.483980,0.485820,0.483980,32.875000,0.483980,10393600
1981-01-20,0.471099,0.471099,0.469258,31.874998,0.469258,7520800
1981-01-21,0.478460,0.482140,0.478460,32.500000,0.478460,3976000
1981-01-22,0.483980,0.487661,0.483980,32.875000,0.483980,8887200
1981-01-23,0.483980,0.485820,0.482140,32.750000,0.482140,2805600
1981-01-26,0.476619,0.476619,0.474779,32.250000,0.474779,6160000
1981-01-27,0.474779,0.474779,0.471099,32.000000,0.471099,5924800
1981-01-28,0.458217,0.458217,0.456377,30.999998,0.456377,7039200
1981-01-29,0.441655,0.441655,0.439815,29.875000,0.439815,10976000
1981-01-30,0.419572,0.419572,0.415892,28.250000,0.415892,11547200
1981-02-02,0.393809,0.393809,0.391969,26.625000,0.391969,5941600
1981-02-03,0.406691,0.408531,0.406691,27.625000,0.406691,4788000
1981-02-04,0.421412,0.423252,0.421412,28.625000,0.421412,6966400
1981-02-05,0.421412,0.425093,0.421412,28.625000,0.421412,1982400
1981-02-06,0.423252,0.425093,0.423252,28.750000,0.423252,3466400
1981-02-09,0.404850,0.404850,0.401170,27.250000,0.401170,4188800
1981-02-10,0.401170,0.403010,0.401170,27.250000,0.401170,4586400
1981-02-11,0.390128,0.390128,0.388288,26.375000,0.388288,3460800
1981-02-12,0.386448,0.386448,0.384608,26.125000,0.384608,3640000
1981-02-13,0.379087,0.379087,0.375407,25.500000,0.375407,2788800
1981-02-17,0.384608,0.386448,0.384608,26.125000,0.384608,3068800
1981-02-18,0.401170,0.404850,0.401170,27.250000,0.401170,4810400
1981-02-19,0.379087,0.379087,0.377247,25.625000,0.377247,5577600
1981-02-20,0.358845,0.358845,0.357004,24.250000,0.357004,6092800
1981-02-23,0.362525,0.364365,0.362525,24.625000,0.362525,3528000
1981-02-24,0.353324,0.353324,0.349644,23.750000,0.349644,4244800
1981-02-25,0.371726,0.373566,0.371726,25.250000,0.371726,4872000
1981-02-26,0.377247,0.379087,0.377247,25.625000,0.377247,2710400
1981-02-27,0.390128,0.393809,0.390128,26.500000,0.390128,3690400
1981-03-02,0.391969,0.393809,0.391969,26.625000,0.391969,2940000
1981-03-03,0.388288,0.388288,0.386448,26.250000,0.386448,4043200
1981-03-04,0.384608,0.384608,0.382768,26.000000,0.382768,3427200
1981-03-05,0.382768,0.382768,0.380927,25.875000,0.380927,1344000
1981-03-06,0.380927,0.380927,0.377247,25.625000,0.377247,2900800
1981-03-09,0.349644,0.349644,0.347803,23.625000,0.347803,3830400
1981-03-10,0.333081,0.333081,0.331241,22.500000,0.331241,7095200
1981-03-11,0.322040,0.322040,0.318360,21.625000,0.318360,7464800
1981-03-12,0.331241,0.333081,0.331241,22.500000,0.331241,14812000
1981-03-13,0.329401,0.329401,0.327561,22.250000,0.327561,57825600
1981-03-16,0.340442,0.344123,0.340442,23.125000,0.340442,9307200
1981-03-17,0.357004,0.360685,0.357004,24.250000,0.357004,10936800
1981-03-18,0.379087,0.382768,0.379087,25.750000,0.379087,9234400
1981-03-19,0.377247,0.377247,0.375407,25.500000,0.375407,9452800
1981-03-20,0.379087,0.382768,0.379087,25.750000,0.379087,3651200
1981-03-23,0.393809,0.397490,0.393809,26.750000,0.393809,5504800
1981-03-24,0.393809,0.393809,0.391969,26.625000,0.391969,7039200
1981-03-25,0.388288,0.388288,0.384608,26.125000,0.384608,1764000
1981-03-26,0.379087,0.379087,0.377247,25.625000,0.377247,3068800
1981-03-27,0.366206,0.366206,0.364365,24.750000,0.364365,3063200
1981-03-30,0.364365,0.368046,0.364365,24.750000,0.364365,2475200
1981-03-31,0.364365,0.364365,0.360685,24.500000,0.360685,3998400
1981-04-01,0.358845,0.358845,0.357004,24.250000,0.357004,8517600
1981-04-02,0.388288,0.390128,0.388288,26.375000,0.388288,7851200
1981-04-03,0.390128,0.391969,0.390128,26.500000,0.390128,4121600
1981-04-06,0.384608,0.384608,0.382768,26.000000,0.382768,5700800
1981-04-07,0.380927,0.380927,0.379087,25.750000,0.379087,2671200
1981-04-08,0.397490,0.401170,0.397490,27.000000,0.397490,5488000
1981-04-09,0.404850,0.406691,0.404850,27.500000,0.404850,3124800
