{1980, 3, 18}	-0.0021214905217817326
{1980, 3, 19}	-0.017130603229208563
{1980, 3, 20}	0.010741281875866038
{1980, 3, 21}	-0.025975552662651114
{1980, 3, 24}	-0.019934945937446658
{1980, 3, 25}	0.0022353492614067827
{1980, 3, 26}	-0.011223988818073682
{1980, 3, 27}	0.028923585494113557
{1980, 3, 28}	0.015234270786785076
{1980, 3, 31}	-0.019630260684083356
{1980, 4, 1}	-0.004414372988222615
{1980, 4, 2}	0.004414372988222615
{1980, 4, 3}	-0.022272809563687157
{1980, 4, 7}	-0.00904948531440164
{1980, 4, 8}	0.044452323592377
{1980, 4, 9}	0.0021707708585565477
{1980, 4, 10}	-0.006528527744207757
{1980, 4, 11}	-0.006571979009050821
{1980, 4, 14}	0.008752608847542587
{1980, 4, 15}	-0.01536727465535137
{1980, 4, 16}	0.011000858762117205
{1980, 4, 17}	-0.008791472909339348
{1980, 4, 18}	0.008791472909339348
{1980, 4, 21}	0.0344120375738827
{1980, 4, 22}	0.0042192512081867806
{1980, 4, 23}	-0.002107626344368674
{1980, 4, 24}	0.008404057902757806
{1980, 4, 25}	0.006255920891680061
{1980, 4, 28}	0.004149444872689728
{1980, 4, 29}	0.006192024553929032
{1980, 4, 30}	-0.002059211078801998
{1980, 5, 1}	0.
{1980, 5, 2}	0.014329337719001467
{1980, 5, 5}	0.012121322057885436
{1980, 5, 6}	-0.0032864246369608274
{1980, 5, 7}	-0.004123801310217362
{1980, 5, 8}	-0.014568349347211879
{1980, 5, 9}	-0.010537795224848823
{1980, 5, 12}	0.01680688005069572
{1980, 5, 13}	0.01036220959006684
{1980, 5, 14}	-0.012446956835734518
{1980, 5, 15}	0.008315426837422146
{1980, 5, 16}	0.03258982796032542
{1980, 5, 19}	-0.0020064106930285097
{1980, 5, 20}	0.004008384216956679
{1980, 5, 21}	0.013902842278617933
{1980, 5, 22}	0.015655672119728403
{1980, 5, 23}	0.01350089790440051
{1980, 5, 27}	0.
{1980, 5, 28}	-0.029156570024128914
{1980, 5, 29}	0.009813753170293732
{1980, 5, 30}	-0.003914047674332316
{1980, 6, 2}	-0.0019630241889514732
{1980, 6, 3}	0.029044130102294355
{1980, 6, 4}	-0.009588401391943904
{1980, 6, 5}	0.003846239010946606
{1980, 6, 6}	0.007648912602465932
{1980, 6, 9}	0.03186766217842317
{1980, 6, 10}	0.02009101208388798
{1980, 6, 11}	-0.0018094870314329867
{1980, 6, 12}	-0.03128130601076935
